Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488407627,1.20,16,0.00,11628.00,0.00,106.00
1488407628,1.23,16,0.01,12128.00,0.00,110.00
1488407629,1.16,16,0.01,11880.00,0.00,115.00
1488407630,1.30,16,0.01,11960.00,0.00,121.00
1488407631,1.20,16,0.01,11336.00,0.00,111.00
1488407632,1.27,16,0.01,12088.00,0.00,118.00
1488407633,1.25,16,0.01,12796.00,0.00,126.00
1488407634,1.23,16,0.01,11884.00,0.00,114.00
1488407635,1.25,16,0.01,12456.00,0.00,124.00
1488407636,1.25,16,0.01,11132.00,0.00,112.00
1488407637,1.18,16,0.01,11400.00,0.00,110.00
1488407638,1.25,16,0.01,10980.00,0.00,108.00
1488407639,1.23,16,0.01,11856.00,0.00,114.00
1488407640,1.36,16,0.01,11916.00,0.00,121.00
1488407641,1.20,16,0.01,11832.00,0.00,120.00
1488407642,1.18,16,0.01,11780.00,0.00,116.00
1488407643,1.25,16,0.01,11888.00,0.00,110.00
1488407644,1.23,16,0.01,11032.00,0.00,107.00
1488407645,1.23,16,0.01,11172.00,0.00,108.00
1488407646,1.20,16,0.02,11808.00,0.00,118.00
1488407647,1.25,16,0.02,11820.00,0.00,118.00
1488407648,1.20,16,0.02,11852.00,0.00,114.00
1488407649,1.14,16,0.02,11176.00,0.00,112.00
1488407650,1.20,16,0.02,12480.00,0.00,117.00
1488407651,1.30,16,0.02,11976.00,0.00,121.00
1488407652,1.14,16,0.02,11944.00,0.00,115.00
1488407653,1.18,16,0.02,12492.00,0.00,120.00
1488407654,1.27,16,0.02,11888.00,0.00,120.00
1488407655,1.20,16,0.02,11328.00,0.00,117.00
1488407656,1.20,16,0.02,12396.00,0.00,122.00
1488407657,1.16,16,0.02,12068.00,0.00,115.00
1488407658,1.20,16,0.02,12280.00,0.00,123.00
1488407659,1.18,16,0.02,11756.00,0.00,118.00
1488407660,1.11,16,0.02,12648.00,0.00,127.00
1488407661,1.27,16,0.03,13772.00,0.00,128.00
1488407662,1.20,16,0.03,11888.00,0.00,116.00
1488407663,1.25,16,0.03,13032.00,0.00,130.00
1488407664,1.16,16,0.03,12168.00,0.00,119.00
1488407665,1.20,16,0.03,12280.00,0.00,117.00
1488407666,1.18,16,0.03,11192.00,0.00,112.00
1488407667,1.14,16,0.03,12500.00,0.00,124.00
1488407668,1.18,16,0.03,11848.00,0.00,117.00
1488407669,1.20,16,0.03,12528.00,0.00,121.00
1488407670,1.30,16,0.03,12516.00,0.00,125.00
1488407671,1.18,16,0.03,11816.00,0.00,116.00
1488407672,1.23,16,0.03,11496.00,0.00,115.00
1488407673,1.34,16,0.03,12084.00,0.00,119.00
1488407674,1.20,16,0.03,11312.00,0.00,111.00
1488407675,1.16,16,0.03,12104.00,0.00,121.00
1488407676,1.25,16,0.04,11664.00,0.00,113.00
1488407677,1.27,16,0.04,13944.00,0.00,138.00
1488407678,1.20,16,0.04,11896.00,0.00,115.00
1488407679,1.34,16,0.04,11876.00,0.00,118.00
1488407680,1.27,16,0.04,13256.00,0.00,132.00
1488407681,1.25,16,0.04,11884.00,0.00,115.00
1488407682,1.20,16,0.04,11816.00,0.00,114.00
1488407683,1.23,16,0.04,11652.00,0.00,111.00
1488407684,1.70,16,0.20,3716.00,28.00,37.00
1488407685,2.00,16,0.20,80.00,0.00,4.00
1488407686,1.98,16,0.21,108.00,0.00,3.00
1488407687,1.93,16,0.21,112.00,0.00,4.00
1488407688,1.95,16,0.21,108.00,0.00,5.00
1488407689,1.91,16,0.21,112.00,0.00,5.00
1488407690,1.91,16,0.21,104.00,0.00,10.00
1488407691,1.89,16,0.22,112.00,0.00,5.00
1488407692,1.98,16,0.22,108.00,0.00,4.00
1488407693,1.98,16,0.22,112.00,0.00,3.00
1488407694,1.91,16,0.22,108.00,0.00,5.00
1488407695,1.93,16,0.22,108.00,0.00,5.00
1488407696,2.02,16,0.23,112.00,0.00,5.00
1488407697,1.86,16,0.23,104.00,0.00,5.00
1488407698,1.89,16,0.23,104.00,0.00,4.00
1488407699,1.89,16,0.23,108.00,0.00,4.00
1488407700,1.89,16,0.24,104.00,0.00,5.00
1488407701,1.91,16,0.24,108.00,0.00,4.00
1488407702,2.00,16,0.24,108.00,0.00,6.00
1488407703,1.93,16,0.24,108.00,0.00,4.00
1488407704,1.93,16,0.24,108.00,0.00,6.00
1488407705,1.93,16,0.25,108.00,0.00,4.00
1488407706,1.93,16,0.25,104.00,0.00,5.00
1488407707,1.93,16,0.25,108.00,0.00,5.00
1488407708,1.95,16,0.25,108.00,0.00,4.00
1488407709,1.95,16,0.25,108.00,0.00,4.00
1488407710,1.95,16,0.26,108.00,0.00,4.00
1488407711,1.93,16,0.26,108.00,0.00,5.00
1488407712,1.91,16,0.26,104.00,0.00,4.00
1488407713,1.91,16,0.26,108.00,0.00,4.00
1488407714,1.93,16,0.26,104.00,0.00,5.00
1488407715,1.95,16,0.27,112.00,0.00,3.00
1488407716,1.89,16,0.27,104.00,0.00,4.00
1488407717,1.98,16,0.27,108.00,0.00,4.00
1488407718,1.95,16,0.27,108.00,0.00,5.00
1488407719,2.00,16,0.27,108.00,0.00,3.00
1488407720,1.95,16,0.28,116.00,0.00,4.00
1488407721,1.93,16,0.28,104.00,0.00,4.00
1488407722,2.20,16,0.28,24.00,1692.00,65.00
1488407723,2.27,16,0.28,0.00,3324.00,282.00
1488407724,2.27,16,0.28,0.00,4344.00,333.00
1488407725,2.27,16,0.28,0.00,4976.00,45.00
1488407726,2.27,16,0.28,0.00,352.00,6.00
1488407727,2.27,16,0.28,0.00,332.00,45.00
1488407728,2.27,16,0.28,0.00,4080.00,269.00
1488407729,2.27,16,0.28,0.00,4076.00,335.00
1488407730,2.25,16,0.28,0.00,4552.00,141.00
1488407731,2.29,16,0.28,0.00,2072.00,5.00
1488407732,2.25,16,0.28,0.00,0.00,5.00
1488407733,2.30,16,0.28,0.00,1268.00,40.00
1488407734,2.25,16,0.28,0.00,3544.00,271.00
1488407735,2.27,16,0.28,0.00,4376.00,306.00
1488407736,2.27,16,0.28,0.00,4648.00,75.00
1488407737,2.27,16,0.28,1536.00,1144.00,15.00
1488407738,2.27,16,0.28,4992.00,1556.00,83.00
1488407739,2.25,16,0.28,0.00,3384.00,275.00
1488407740,2.27,16,0.28,0.00,4436.00,333.00
1488407741,2.30,16,0.28,0.00,4880.00,53.00
1488407742,2.27,16,0.28,4864.00,656.00,37.00
1488407743,2.27,16,0.28,10752.00,0.00,47.00
1488407744,2.25,16,0.28,3328.00,3224.00,156.00
1488407745,2.27,16,0.28,0.00,3476.00,336.00
1488407746,2.27,16,0.28,0.00,4196.00,258.00
1488407747,2.27,16,0.28,2304.00,3972.00,18.00
1488407748,2.27,16,0.28,15616.00,0.00,36.00
1488407749,2.27,16,0.28,12160.00,1344.00,67.00
1488407750,2.27,16,0.28,0.00,3500.00,272.00
1488407751,2.27,16,0.29,0.00,4484.00,336.00
1488407752,2.25,16,0.29,0.00,4624.00,76.00
1488407753,2.30,16,0.29,12160.00,1112.00,32.00
1488407754,2.25,16,0.29,18688.00,0.00,24.00
1488407755,2.27,16,0.29,4736.00,3580.00,171.00
1488407756,2.25,16,0.29,0.00,3612.00,337.00
