Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488425068,1.22,18,0.00,641.58,0.00,9.90
1488425069,1.59,18,0.01,1244.00,0.00,22.00
1488425070,1.57,17,0.01,404.00,0.00,4.00
1488425071,1.57,16,0.01,2120.00,0.00,13.00
1488425072,1.36,17,0.01,3672.00,0.00,37.00
1488425073,1.66,21,0.01,1012.00,0.00,9.00
1488425074,1.57,11,0.01,1056.00,0.00,14.00
1488425075,1.71,2,0.01,560.00,0.00,7.00
1488425076,1.57,17,0.01,644.00,0.00,6.00
1488425077,1.23,20,0.01,2712.00,0.00,13.00
1488425078,1.43,18,0.02,3780.00,0.00,28.00
1488425079,1.66,21,0.02,364.00,0.00,12.00
1488425080,1.55,21,0.02,4.00,0.00,1.00
1488425081,1.36,19,0.02,1064.00,0.00,17.00
1488425082,1.50,19,0.02,56.00,0.00,1.00
1488425083,1.55,20,0.02,376.00,0.00,3.00
1488425084,1.66,20,0.02,400.00,0.00,1.00
1488425085,1.52,20,0.02,1176.00,0.00,1.00
1488425086,1.30,16,0.02,1912.00,0.00,18.00
1488425087,1.61,2,0.02,668.00,0.00,10.00
1488425088,1.50,2,0.02,0.00,0.00,6.00
1488425089,1.57,17,0.03,1156.00,0.00,7.00
1488425090,1.50,19,0.03,536.00,0.00,7.00
1488425091,1.25,16,0.03,4140.00,0.00,45.00
1488425092,1.57,0,0.03,1196.00,0.00,14.00
1488425093,1.25,20,0.03,2516.00,0.00,37.00
1488425094,1.71,19,0.03,1040.00,0.00,12.00
1488425095,1.53,17,0.03,452.00,0.00,2.00
1488425096,1.69,4,0.03,956.00,0.00,11.00
1488425097,1.23,19,0.03,1732.00,0.00,27.00
1488425098,1.48,14,0.04,1136.00,0.00,10.00
1488425099,1.59,0,0.04,400.00,0.00,7.00
1488425100,1.32,18,0.04,3176.00,0.00,12.00
1488425101,1.34,0,0.04,3184.00,0.00,19.00
1488425102,1.43,2,0.04,1200.00,0.00,8.00
1488425103,1.62,16,0.20,812.00,8.00,14.00
1488425104,2.02,17,0.20,16.00,0.00,2.00
