Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488424643,1.20,16,0.00,4568.00,0.00,31.00
1488424644,1.30,16,0.00,4992.00,0.00,45.00
1488424645,1.20,17,0.01,4632.00,0.00,45.00
1488424646,1.23,17,0.01,3840.00,0.00,35.00
1488424647,1.30,0,0.01,2980.00,0.00,21.00
1488424648,1.32,2,0.01,2408.00,0.00,17.00
1488424649,1.25,17,0.01,3176.00,0.00,30.00
1488424650,1.30,1,0.01,3664.00,0.00,23.00
1488424651,1.23,16,0.01,4656.00,0.00,29.00
1488424652,1.30,16,0.01,2492.00,0.00,26.00
1488424653,1.21,17,0.01,2156.00,0.00,14.00
1488424654,1.16,16,0.01,4840.00,0.00,48.00
1488424655,1.32,16,0.01,4316.00,0.00,43.00
1488424656,1.27,16,0.01,3292.00,0.00,25.00
1488424657,1.30,16,0.01,2076.00,0.00,16.00
1488424658,1.27,0,0.01,1716.00,0.00,32.00
1488424659,1.21,16,0.01,3672.00,0.00,30.00
1488424660,1.20,16,0.01,3820.00,0.00,38.00
1488424661,1.25,17,0.02,3124.00,0.00,22.00
1488424662,1.34,17,0.02,2908.00,0.00,22.00
1488424663,1.25,17,0.02,3176.00,0.00,25.00
1488424664,1.32,17,0.02,1532.00,0.00,15.00
1488424665,1.23,4,0.02,6076.00,0.00,37.00
1488424666,1.23,16,0.02,2796.00,0.00,28.00
1488424667,1.23,17,0.02,6289.11,0.00,55.45
1488424668,1.32,17,0.02,2064.00,0.00,19.00
1488424669,1.18,0,0.02,3940.00,0.00,39.00
1488424670,1.18,16,0.02,1892.00,0.00,23.00
1488424671,1.25,17,0.02,2660.00,0.00,30.00
1488424672,1.14,17,0.02,5904.00,0.00,55.00
1488424673,1.20,0,0.02,2128.00,0.00,23.00
1488424674,1.23,16,0.02,4216.00,0.00,34.00
1488424675,1.20,16,0.03,6216.00,0.00,40.00
1488424676,1.32,16,0.03,3472.00,0.00,26.00
1488424677,1.16,16,0.03,5008.00,0.00,46.00
1488424678,1.25,18,0.03,3524.00,0.00,36.00
1488424679,1.36,17,0.03,1440.00,0.00,16.00
1488424680,1.32,17,0.03,4780.00,0.00,35.00
1488424681,1.18,17,0.03,2004.00,0.00,29.00
1488424682,1.21,16,0.03,584.00,0.00,10.00
1488424683,1.27,16,0.03,1408.00,0.00,7.00
1488424684,1.16,16,0.03,3244.00,0.00,40.00
1488424685,1.25,16,0.03,4336.00,0.00,58.00
1488424686,1.23,16,0.03,5212.00,0.00,53.00
1488424687,1.32,16,0.03,4344.00,0.00,53.00
1488424688,1.30,16,0.03,4292.00,0.00,41.00
1488424689,1.16,16,0.04,4828.00,0.00,46.00
1488424690,1.27,16,0.04,2364.00,0.00,37.00
1488424691,1.30,0,0.04,1692.00,0.00,22.00
1488424692,1.39,17,0.04,2304.00,0.00,12.00
1488424693,1.32,18,0.04,2640.00,0.00,23.00
1488424694,1.30,17,0.04,2960.00,0.00,23.00
1488424695,1.27,17,0.04,1672.00,0.00,18.00
1488424696,1.25,17,0.04,3756.00,0.00,29.00
1488424697,1.84,16,0.20,596.00,0.00,5.00
1488424698,1.98,17,0.20,4.00,0.00,1.00
1488424699,2.30,17,0.21,0.00,0.00,0.00
1488424700,2.14,17,0.21,12.00,0.00,0.00
1488424701,1.95,17,0.21,0.00,0.00,0.00
1488424702,2.07,0,0.21,8.00,0.00,2.00
1488424703,2.27,0,0.21,0.00,0.00,7.00
1488424704,2.14,16,0.22,56.00,0.00,5.00
1488424705,1.96,16,0.22,92.00,0.00,0.00
1488424706,2.00,16,0.22,0.00,0.00,0.00
1488424707,1.95,16,0.22,0.00,0.00,0.00
1488424708,2.02,16,0.22,0.00,0.00,1.00
1488424709,2.02,16,0.22,0.00,0.00,0.00
1488424710,1.98,16,0.23,0.00,0.00,0.00
1488424711,2.04,16,0.23,0.00,0.00,0.00
1488424712,1.98,16,0.23,0.00,0.00,0.00
1488424713,2.05,16,0.23,0.00,0.00,0.00
1488424714,1.98,16,0.23,0.00,0.00,0.00
1488424715,2.02,16,0.24,0.00,0.00,0.00
1488424716,2.00,16,0.24,0.00,0.00,0.00
1488424717,2.02,16,0.24,0.00,0.00,0.00
1488424718,2.02,16,0.24,0.00,0.00,0.00
1488424719,2.02,17,0.24,0.00,0.00,0.00
1488424720,2.00,16,0.25,8.00,0.00,0.00
1488424721,2.05,16,0.25,0.00,0.00,0.00
1488424722,2.02,16,0.25,4.00,0.00,0.00
1488424723,2.02,16,0.25,0.00,0.00,0.00
1488424724,2.00,16,0.25,0.00,0.00,0.00
1488424725,2.02,16,0.25,0.00,0.00,0.00
1488424726,2.00,16,0.26,0.00,0.00,0.00
1488424727,1.98,16,0.26,0.00,0.00,1.00
1488424728,2.07,17,0.26,4.00,0.00,2.00
1488424729,2.27,17,0.26,0.00,0.00,0.00
1488424730,2.09,16,0.26,32.00,0.00,0.00
1488424731,1.93,16,0.27,48.00,0.00,0.00
1488424732,1.98,17,0.27,32.00,0.00,0.00
1488424733,1.93,17,0.27,64.00,0.00,0.00
1488424734,1.95,17,0.27,44.00,0.00,0.00
1488424735,1.95,16,0.27,8.00,0.00,0.00
1488424736,2.11,16,0.28,4.00,0.00,1.00
1488424737,2.18,16,0.28,4.00,3060.00,3.00
1488424738,2.27,16,0.28,0.00,3756.00,33.00
1488424739,2.27,16,0.28,0.00,3436.00,0.00
1488424740,2.27,16,0.28,0.00,0.00,0.00
1488424741,2.27,16,0.28,0.00,1924.00,0.00
1488424742,2.27,17,0.28,0.00,3136.00,33.00
1488424743,2.27,17,0.28,0.00,4048.00,2.00
1488424744,2.25,17,0.28,0.00,1396.00,0.00
1488424745,2.27,17,0.28,0.00,0.00,0.00
1488424746,2.30,17,0.28,0.00,1672.00,0.00
1488424747,2.27,17,0.28,0.00,3756.00,36.00
1488424748,2.27,17,0.28,0.00,4008.00,4.00
1488424749,2.27,17,0.28,0.00,1008.00,0.00
1488424750,2.27,17,0.28,0.00,1488.00,0.00
1488424751,2.27,17,0.28,0.00,3612.00,34.00
1488424752,2.25,17,0.28,0.00,4000.00,4.00
1488424753,2.30,17,0.28,0.00,1244.00,0.00
1488424754,2.27,17,0.28,0.00,0.00,0.00
1488424755,2.27,17,0.28,0.00,2312.00,0.00
1488424756,2.27,17,0.28,0.00,3700.00,36.00
1488424757,2.27,17,0.28,0.00,4288.00,7.00
1488424758,2.25,17,0.28,0.00,0.00,0.00
1488424759,2.27,17,0.28,0.00,368.00,0.00
1488424760,2.27,17,0.28,0.00,3384.00,45.00
1488424761,2.27,17,0.28,0.00,4172.00,9.00
1488424762,2.27,17,0.28,0.00,2436.00,0.00
1488424763,2.27,17,0.28,0.00,0.00,0.00
1488424764,2.27,17,0.28,0.00,2108.00,0.00
1488424765,2.29,17,0.28,0.00,3596.00,43.00
1488424766,2.25,17,0.28,0.00,4444.00,5.00
1488424767,2.30,17,0.28,0.00,24.00,0.00
1488424768,2.23,17,0.28,0.00,576.00,0.00
1488424769,2.30,17,0.28,0.00,3428.00,30.00
1488424770,2.27,17,0.28,0.00,4168.00,8.00
1488424771,2.25,17,0.28,0.00,2632.00,0.00
1488424772,2.30,17,0.28,0.00,0.00,0.00
1488424773,2.27,17,0.28,0.00,1764.00,0.00
1488424774,2.27,17,0.28,0.00,3852.00,32.00
1488424775,2.25,17,0.28,0.00,4056.00,3.00
1488424776,2.30,17,0.28,0.00,1016.00,0.00
1488424777,2.25,17,0.28,0.00,0.00,0.00
1488424778,2.27,17,0.28,0.00,3236.00,9.00
1488424779,2.30,17,0.28,0.00,4136.00,29.00
1488424780,2.27,17,0.28,0.00,3628.00,0.00
1488424781,2.27,17,0.28,0.00,0.00,0.00
1488424782,2.27,17,0.28,0.00,1464.00,0.00
1488424783,2.27,17,0.28,0.00,3636.00,37.00
1488424784,2.25,17,0.28,0.00,4048.00,8.00
1488424785,2.27,17,0.28,0.00,1180.00,0.00
1488424786,2.30,17,0.28,0.00,0.00,0.00
1488424787,2.27,17,0.28,0.00,3088.00,2.00
1488424788,2.25,17,0.28,0.00,3672.00,55.00
1488424789,2.27,17,0.28,0.00,3436.00,0.00
1488424790,2.27,17,0.28,0.00,0.00,0.00
1488424791,2.27,17,0.28,0.00,1464.00,0.00
1488424792,2.30,16,0.28,0.00,3716.00,36.00
1488424793,2.27,16,0.28,0.00,4092.00,6.00
1488424794,2.25,16,0.28,0.00,1288.00,0.00
1488424795,2.30,16,0.28,0.00,0.00,0.00
1488424796,2.27,16,0.28,0.00,2896.00,0.00
1488424797,2.25,16,0.28,0.00,3576.00,36.00
1488424798,2.30,16,0.28,0.00,3960.00,2.00
1488424799,2.27,16,0.28,0.00,0.00,0.00
1488424800,2.25,16,0.28,0.00,1008.00,0.00
1488424801,2.30,16,0.28,0.00,3316.00,58.00
1488424802,2.27,16,0.28,0.00,4052.00,9.00
1488424803,2.25,16,0.28,0.00,2224.00,1.00
1488424804,2.30,16,0.28,0.00,0.00,1.00
1488424805,2.27,16,0.28,0.00,2180.00,1.00
1488424806,2.27,16,0.28,0.00,3884.00,31.00
1488424807,2.27,16,0.28,0.00,4444.00,14.00
1488424808,2.25,16,0.28,0.00,276.00,1.00
1488424809,2.25,16,0.28,0.00,8.00,0.00
1488424810,2.30,16,0.28,0.00,3424.00,27.00
1488424811,2.25,16,0.28,0.00,4016.00,11.00
1488424812,2.27,16,0.28,0.00,2984.00,3.00
1488424813,2.27,16,0.28,0.00,0.00,0.00
1488424814,2.30,16,0.28,0.00,1808.00,0.00
1488424815,2.25,16,0.28,0.00,3744.00,32.00
1488424816,2.30,16,0.28,0.00,4176.00,7.00
1488424817,2.27,16,0.28,0.00,784.00,4.00
1488424818,2.25,16,0.28,0.00,0.00,0.00
1488424819,2.27,16,0.28,0.00,3172.00,17.00
1488424820,2.25,16,0.28,0.00,3772.00,30.00
1488424821,2.30,16,0.28,0.00,3156.00,0.00
1488424822,2.27,16,0.28,0.00,0.00,4.00
1488424823,2.27,16,0.28,0.00,1428.00,0.00
1488424824,2.27,16,0.28,0.00,3540.59,31.68
1488424825,2.27,16,0.28,0.00,4044.00,6.00
1488424826,2.27,16,0.28,0.00,1284.00,0.00
1488424827,2.27,16,0.28,0.00,0.00,4.00
1488424828,2.25,16,0.28,0.00,2968.00,2.00
1488424829,2.27,16,0.28,0.00,3844.00,28.00
1488424830,2.29,16,0.28,0.00,3856.00,0.00
1488424831,2.27,16,0.28,0.00,0.00,1.00
1488424832,2.27,16,0.28,0.00,1048.00,4.00
1488424833,2.27,16,0.28,0.00,3364.00,34.00
1488424834,2.27,16,0.28,0.00,4088.00,7.00
1488424835,2.27,16,0.28,0.00,1852.00,0.00
1488424836,2.27,16,0.28,0.00,0.00,4.00
1488424837,2.27,16,0.28,0.00,2504.00,4.00
1488424838,2.27,16,0.28,0.00,3732.00,31.00
1488424839,2.27,16,0.28,0.00,4260.00,6.00
1488424840,2.27,16,0.28,0.00,0.00,0.00
1488424841,2.27,16,0.28,0.00,908.00,1.00
1488424842,2.27,17,0.28,0.00,3504.00,31.00
1488424843,2.27,17,0.28,0.00,4168.00,5.00
1488424844,2.25,17,0.28,0.00,1848.00,0.00
1488424845,2.30,17,0.28,0.00,0.00,0.00
1488424846,2.27,17,0.28,0.00,2364.00,0.00
1488424847,2.25,17,0.28,0.00,3776.00,32.00
1488424848,2.30,17,0.28,0.00,4436.00,2.00
1488424849,2.27,17,0.28,0.00,0.00,0.00
1488424850,2.27,17,0.28,0.00,764.00,0.00
1488424851,2.27,17,0.28,0.00,3396.00,30.00
1488424852,2.27,17,0.28,0.00,4160.00,5.00
1488424853,2.27,17,0.28,0.00,2092.00,0.00
1488424854,2.27,17,0.28,0.00,0.00,0.00
1488424855,2.27,17,0.28,0.00,2372.00,0.00
1488424856,2.27,17,0.28,0.00,3736.00,29.00
1488424857,2.27,17,0.28,0.00,4368.00,3.00
1488424858,2.27,17,0.28,0.00,0.00,0.00
1488424859,2.27,17,0.28,0.00,108.00,0.00
1488424860,2.25,17,0.28,0.00,3388.00,28.00
1488424861,2.27,17,0.28,0.00,4156.00,4.00
1488424862,2.30,17,0.28,0.00,2828.00,0.00
1488424863,2.27,17,0.28,0.00,0.00,0.00
1488424864,2.27,17,0.28,0.00,1708.00,0.00
1488424865,2.25,17,0.28,0.00,3792.00,37.00
1488424866,2.27,17,0.28,0.00,4356.00,7.00
1488424867,2.27,17,0.28,0.00,432.00,0.00
1488424868,2.30,17,0.28,0.00,0.00,0.00
1488424869,2.25,17,0.28,0.00,2572.00,0.00
1488424870,2.27,17,0.28,0.00,4988.00,18.00
1488424871,2.27,17,0.28,0.00,4784.00,3.00
1488424872,2.30,17,0.28,0.00,264.00,0.00
1488424873,2.27,17,0.28,0.00,0.00,0.00
1488424874,2.25,17,0.28,0.00,3812.00,15.00
1488424875,2.27,17,0.28,0.00,4048.00,17.00
1488424876,2.27,17,0.28,0.00,3068.00,0.00
1488424877,2.27,17,0.28,0.00,0.00,0.00
1488424878,2.30,17,0.28,0.00,1548.00,0.00
1488424879,2.25,17,0.28,0.00,3656.00,34.00
1488424880,2.27,17,0.28,0.00,4056.00,3.00
1488424881,2.27,17,0.28,0.00,1268.00,0.00
1488424882,2.27,17,0.28,0.00,0.00,0.00
1488424883,2.30,17,0.28,0.00,2800.00,0.00
1488424884,2.25,17,0.28,0.00,3916.00,32.00
