Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488425019,1.36,18,0.00,2640.00,0.00,21.00
1488425020,1.34,16,0.01,2608.00,0.00,20.00
1488425021,1.25,17,0.00,2584.00,0.00,26.00
1488425022,1.27,16,0.01,1852.00,0.00,15.00
1488425023,1.20,0,0.01,2256.00,0.00,25.00
1488425024,1.32,17,0.01,420.00,0.00,8.00
1488425025,1.30,16,0.01,656.00,0.00,6.00
1488425026,1.23,17,0.01,1672.00,0.00,16.00
1488425027,1.43,0,0.01,2752.00,0.00,18.00
1488425028,1.32,17,0.01,1204.00,0.00,4.00
1488425029,1.25,17,0.01,2876.00,0.00,25.00
1488425030,1.25,0,0.01,2728.00,0.00,25.00
1488425031,1.45,17,0.01,2260.00,0.00,24.00
1488425032,1.27,17,0.01,988.00,0.00,9.00
1488425033,1.23,16,0.01,2100.00,0.00,21.00
1488425034,1.23,18,0.01,4420.00,0.00,44.00
1488425035,1.34,16,0.01,2276.00,0.00,35.00
1488425036,1.23,16,0.02,4256.00,0.00,54.00
1488425037,1.27,16,0.02,1712.00,0.00,22.00
1488425038,1.23,17,0.02,3304.00,0.00,30.00
1488425039,1.27,18,0.02,3292.00,0.00,44.00
1488425040,1.18,16,0.02,4324.00,0.00,29.00
1488425041,1.36,17,0.02,1520.00,0.00,19.00
1488425042,1.23,17,0.02,1352.00,0.00,23.00
1488425043,1.32,16,0.02,2468.00,0.00,22.00
1488425044,1.23,16,0.02,2768.00,0.00,34.00
1488425045,1.23,16,0.02,3516.00,0.00,37.00
1488425046,1.30,18,0.02,4692.00,0.00,48.00
1488425047,1.25,17,0.02,1408.00,0.00,16.00
1488425048,1.25,19,0.02,3492.00,0.00,37.00
1488425049,1.25,17,0.02,2548.00,0.00,10.00
1488425050,1.11,17,0.02,6088.00,0.00,41.00
1488425051,1.16,16,0.03,4648.00,0.00,30.00
1488425052,1.27,17,0.03,2796.00,0.00,22.00
1488425053,1.34,17,0.03,1496.00,0.00,8.00
1488425054,1.23,16,0.03,3484.00,0.00,30.00
1488425055,1.20,18,0.03,3756.00,0.00,35.00
1488425056,1.32,16,0.03,688.00,0.00,6.00
1488425057,1.23,17,0.03,3176.00,0.00,18.00
1488425058,1.21,16,0.03,3616.00,0.00,28.00
1488425059,1.25,16,0.03,3232.00,0.00,44.00
1488425060,1.30,16,0.03,1936.00,0.00,21.00
1488425061,1.30,17,0.03,1632.00,0.00,24.00
1488425062,1.34,17,0.03,1460.00,0.00,15.00
1488425063,1.23,16,0.03,2936.00,0.00,26.00
1488425064,1.11,16,0.03,3268.00,0.00,31.00
1488425065,1.41,16,0.03,1488.00,0.00,16.00
1488425066,1.23,0,0.04,3080.00,0.00,31.00
1488425067,1.18,16,0.04,3880.00,0.00,31.00
1488425068,1.36,18,0.04,568.00,0.00,11.00
1488425069,1.27,16,0.04,2512.00,0.00,11.00
1488425070,1.25,18,0.04,2944.00,0.00,17.00
1488425071,1.20,17,0.04,1912.00,0.00,26.00
