Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488425410,1.20,32,0.00,908.00,0.00,6.00
1488425411,1.23,36,0.01,1852.00,0.00,18.00
1488425412,1.21,35,0.01,680.00,0.00,6.00
1488425413,1.23,37,0.01,2436.00,0.00,24.00
1488425414,1.21,40,0.01,2260.00,0.00,21.00
1488425415,1.30,38,0.01,1680.00,0.00,17.00
1488425416,1.27,25,0.01,1540.00,0.00,14.00
1488425417,1.16,25,0.01,852.00,0.00,8.00
1488425418,1.34,31,0.01,276.00,0.00,5.00
1488425419,1.23,29,0.01,432.00,0.00,6.00
1488425420,1.23,22,0.01,888.00,0.00,8.00
1488425421,1.16,31,0.01,2996.00,0.00,26.00
1488425422,1.27,34,0.01,1304.00,0.00,13.00
1488425423,1.25,41,0.01,3144.00,0.00,18.00
1488425424,1.27,40,0.01,4108.00,0.00,30.00
1488425425,1.59,22,0.01,884.00,0.00,6.00
1488425426,1.34,40,0.02,2080.00,0.00,14.00
1488425427,1.41,41,0.02,1332.00,0.00,13.00
1488425428,1.30,23,0.02,3348.00,0.00,19.00
1488425429,1.07,43,0.02,2308.00,0.00,20.00
1488425430,1.25,23,0.02,2984.00,0.00,25.00
1488425431,1.20,25,0.02,1076.00,0.00,9.00
1488425432,1.23,29,0.02,2876.00,0.00,25.00
1488425433,1.30,33,0.02,1192.00,0.00,7.00
1488425434,1.21,35,0.02,608.00,0.00,5.00
1488425435,1.14,35,0.02,1680.00,0.00,12.00
1488425436,1.27,22,0.02,760.00,0.00,4.00
1488425437,1.21,23,0.02,1108.00,0.00,8.00
1488425438,1.30,23,0.02,1120.00,0.00,12.00
1488425439,1.16,29,0.03,1065.35,0.00,10.89
1488425440,1.18,31,0.02,2900.00,0.00,26.00
1488425441,1.32,34,0.03,936.00,0.00,11.00
1488425442,1.27,32,0.03,788.00,0.00,6.00
1488425443,1.14,42,0.03,2056.00,0.00,22.00
1488425444,1.30,24,0.03,1088.00,0.00,11.00
1488425445,1.39,23,0.03,1088.00,0.00,13.00
1488425446,1.21,26,0.03,1452.00,0.00,14.00
1488425447,1.27,32,0.03,2244.00,0.00,21.00
1488425448,1.23,32,0.03,2112.00,0.00,15.00
1488425449,1.27,34,0.03,384.00,0.00,4.00
1488425450,1.30,35,0.03,1112.00,0.00,8.00
1488425451,1.39,25,0.03,1876.00,0.00,18.00
1488425452,1.39,23,0.03,300.00,0.00,8.00
1488425453,1.39,28,0.03,256.00,0.00,4.00
1488425454,1.39,34,0.04,872.00,0.00,7.00
1488425455,1.34,41,0.04,2260.00,0.00,18.00
1488425456,1.25,24,0.04,1848.00,0.00,13.00
1488425457,1.27,26,0.04,2264.00,0.00,23.00
1488425458,1.30,24,0.04,3904.00,0.00,34.00
1488425459,1.25,26,0.04,612.00,0.00,7.00
1488425460,1.20,32,0.04,2080.00,0.00,25.00
1488425461,1.23,41,0.11,1328.00,0.00,18.00
1488425462,2.05,41,0.20,20.00,0.00,0.00
1488425463,2.05,42,0.20,4.00,0.00,0.00
1488425464,2.07,42,0.21,0.00,0.00,0.00
1488425465,2.02,42,0.21,0.00,0.00,0.00
1488425466,2.05,42,0.21,0.00,0.00,0.00
1488425467,2.18,43,0.21,0.00,0.00,0.00
1488425468,2.27,38,0.21,0.00,0.00,0.00
1488425469,1.91,22,0.22,76.00,0.00,0.00
1488425470,1.95,39,0.22,84.00,0.00,0.00
1488425471,1.93,39,0.22,44.00,0.00,0.00
1488425472,1.98,39,0.22,64.00,0.00,0.00
1488425473,2.02,39,0.22,0.00,0.00,0.00
1488425474,2.00,39,0.22,52.00,0.00,0.00
1488425475,1.96,39,0.23,56.00,0.00,0.00
1488425476,1.95,39,0.23,56.00,0.00,1.00
1488425477,1.91,39,0.23,60.00,0.00,1.00
1488425478,1.93,40,0.23,64.00,0.00,0.00
1488425479,1.95,41,0.23,60.00,0.00,0.00
1488425480,1.98,41,0.24,56.00,0.00,0.00
1488425481,1.95,41,0.24,72.00,0.00,0.00
1488425482,1.93,41,0.24,8.00,0.00,0.00
1488425483,2.00,43,0.24,24.00,0.00,0.00
1488425484,1.98,43,0.24,4.00,0.00,0.00
1488425485,2.00,22,0.24,56.00,0.00,0.00
1488425486,2.00,24,0.24,48.00,0.00,0.00
1488425487,2.16,27,0.25,32.00,0.00,1.00
1488425488,2.25,27,0.25,0.00,0.00,1.00
1488425489,2.05,29,0.25,36.00,0.00,1.00
1488425490,2.27,29,0.25,0.00,0.00,1.00
1488425491,2.05,27,0.25,36.00,0.00,1.00
1488425492,2.02,27,0.26,20.00,0.00,1.00
1488425493,2.02,25,0.26,24.00,0.00,1.00
1488425494,2.02,27,0.26,68.00,0.00,1.00
1488425495,2.00,27,0.26,40.00,0.00,1.00
1488425496,2.02,27,0.26,48.00,0.00,0.00
1488425497,2.02,27,0.26,8.00,0.00,1.00
1488425498,1.93,27,0.27,16.00,0.00,1.00
1488425499,1.95,27,0.27,12.00,0.00,1.00
1488425500,2.02,29,0.27,20.00,0.00,1.00
1488425501,2.02,29,0.27,0.00,0.00,1.00
1488425502,1.98,29,0.27,0.00,0.00,1.00
1488425503,2.00,29,0.28,0.00,0.00,0.00
1488425504,2.14,29,0.28,0.00,488.00,0.00
1488425505,2.27,29,0.28,0.00,2996.00,30.00
1488425506,2.27,29,0.28,0.00,3736.00,11.00
1488425507,2.27,29,0.28,0.00,3032.00,0.00
1488425508,2.27,29,0.28,0.00,0.00,0.00
1488425509,2.25,29,0.28,0.00,1392.00,0.00
1488425510,2.30,29,0.28,0.00,3220.00,31.00
1488425511,2.27,29,0.28,0.00,3740.00,12.00
1488425512,2.25,29,0.28,0.00,2136.00,0.00
1488425513,2.30,29,0.28,0.00,0.00,0.00
1488425514,2.27,29,0.28,0.00,0.00,0.00
1488425515,2.27,29,0.28,0.00,3208.00,8.00
1488425516,2.27,29,0.28,0.00,3588.00,33.00
1488425517,2.25,29,0.28,0.00,3660.00,0.00
1488425518,2.30,29,0.28,0.00,0.00,0.00
1488425519,2.27,29,0.28,0.00,2160.00,0.00
1488425520,2.25,29,0.28,0.00,3448.00,30.00
1488425521,2.30,29,0.28,0.00,3936.00,12.00
1488425522,2.27,29,0.28,0.00,804.00,0.00
1488425523,2.27,29,0.28,0.00,0.00,0.00
1488425524,2.27,29,0.28,0.00,1796.00,0.00
1488425525,2.25,29,0.28,0.00,3424.00,32.00
1488425526,2.30,29,0.28,0.00,3728.00,13.00
1488425527,2.27,29,0.28,0.00,1456.00,0.00
1488425528,2.27,29,0.28,0.00,0.00,0.00
1488425529,2.27,29,0.28,0.00,1980.00,0.00
1488425530,2.27,29,0.28,0.00,3464.00,34.00
1488425531,2.27,29,0.28,0.00,3760.00,10.00
1488425532,2.27,29,0.28,0.00,1160.00,0.00
1488425533,2.25,29,0.28,0.00,0.00,0.00
1488425534,2.30,29,0.28,0.00,2164.00,0.00
1488425535,2.27,29,0.28,0.00,3380.00,30.00
1488425536,2.25,29,0.28,0.00,3976.00,12.00
1488425537,2.30,29,0.28,0.00,652.00,0.00
1488425538,2.27,29,0.28,0.00,0.00,0.00
1488425539,2.25,29,0.28,0.00,2704.00,0.00
1488425540,2.30,29,0.28,0.00,3792.00,33.00
1488425541,2.27,29,0.28,0.00,4308.00,12.00
1488425542,2.25,29,0.28,0.00,0.00,0.00
1488425543,2.30,29,0.28,0.00,0.00,0.00
1488425544,2.27,29,0.28,0.00,2624.00,0.00
1488425545,2.25,29,0.28,0.00,3676.00,34.00
